Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
,8327.0,Uttar Pradesh,Jhansi,Bamaur,Handpump of block office,25.6131,79.1857,2021.0,8,1529.0,0,622.0,85.0,170,10,0,440.0,80.0,58.0,182.0,8.4,0.95,32,,
,8328.0,Uttar Pradesh,Jhansi,Gursarai,Handpump of block office,25.6131,79.1857,2021.0,7.9,2300.0,0,647.0,411.0,17,32,0,700.0,124.0,94.0,215.0,4.1,0.77,30,,
,8329.0,Uttar Pradesh,Jhansi,Mauranipur,Handpump of Tehsil office,25.2554,79.1437,2021.0,7.5,810.0,0,403.0,50.0,12,0,0,280.0,52.0,36.0,57.0,12.0,0.42,34,,
,8330.0,Uttar Pradesh,Jhansi,Bangra,Handpump of block office,25.3116,79.0038,2021.0,7.14,890.0,0,268.0,482.0,19,29,0,790.0,244.0,43.0,72.0,7.2,0.22,38,,
,8331.0,Uttar Pradesh,Jhansi,Jhansi (HQ),Handpump of Collector Office,25.4436,78.5775,2021.0,7.75,431.0,0,183.0,50.0,5,0,0,120.0,28.0,12.0,47.0,5.4,0.65,31,,
,8332.0,Uttar Pradesh,Jhansi,Babina,Handpump of block office,25.2339,78.4697,2021.0,7.93,800.0,0,317.0,50.0,11,21,0,250.0,80.0,12.0,51.0,4.7,0.54,42,,
,8333.0,Uttar Pradesh,Jhansi,Badagaon,Handpump of block office,25.4738,78.7001,2021.0,7.69,1297.0,0,354.0,78.0,21,3.3,0,350.0,104.0,22.0,35.0,7.6,0.6,52,,
,8334.0,Uttar Pradesh,Jhansi,Chirgaon,Handpump of block office,25.5711,78.8058,2021.0,7.86,842.0,0,317.0,35.0,58,2,0,260.0,32.0,43.0,55.0,7.2,0.44,21,,
,8335.0,Uttar Pradesh,Jhansi,Moth,Handpump of block office,25.7299,78.9523,2021.0,7.64,1230.0,0,549.0,92.0,9,3.1,0,320.0,32.0,58.0,129.0,2.3,0.22,27,,
,8336.0,Uttar Pradesh,Kannauj,Chhibramau,Block office,27.1443,79.5121,2021.0,8.03,790.0,0,415.0,35.0,1,13,0,210.0,44.0,24.0,82.0,3.5,0.7,33,,
,8337.0,Uttar Pradesh,Kannauj,Gugrapur,Block office,27.1255,79.8654,2021.0,8.09,607.0,0,293.0,35.0,21,0,0,200.0,60.0,12.0,49.0,2.8,0.24,31,,
,8338.0,Uttar Pradesh,Kannauj,Haseran,Block office,26.9177,79.358,2021.0,8.12,358.0,0,183.0,14.0,17,0,0,160.0,36.0,17.0,15.0,2.4,1.4,28,,
,8339.0,Uttar Pradesh,Kannauj,Jalalabad,Block office,27.1002,79.7775,2021.0,7.89,788.0,0,354.0,85.0,12,0,0,240.0,48.0,29.0,85.0,4.4,0.22,21,,
,8340.0,Uttar Pradesh,Kannauj,Kannauj,Block office,27.0338,79.9215,2021.0,7.86,762.0,0,329.0,78.0,5,0,0,250.0,64.0,22.0,58.0,4.0,0,32,,
,8341.0,Uttar Pradesh,Kannauj,Saurikh,Block office,26.9485,79.4949,2021.0,8.11,481.0,0,232.0,14.0,29,0,0,150.0,20.0,24.0,38.0,11.0,0.3,30,,
,8342.0,Uttar Pradesh,Kannauj,Talgram,Near Terajpur,27.1233,79.678,2021.0,8.35,690.0,24,342.0,7.1,20,11,0,240.0,16.0,48.0,56.0,5.5,0.7,32,,
,8343.0,Uttar Pradesh,Kannauj,Umarda,Block office at Tirwaganj,26.9998,79.7891,2021.0,7.59,1350.0,0,305.0,255.0,5,0,0,370.0,128.0,12.0,117.0,6.3,0,32,,
,8344.0,Uttar Pradesh,Kanpur Dehat,Akbarpur,Block office,26.382,79.9563,2021.0,8.81,1260.0,84,390.0,71.0,51,19,0,270.0,20.0,53.0,156.0,1.7,1.4,25,,
,8345.0,Uttar Pradesh,Kanpur Dehat,Amraudha,Outside the block,26.1938,79.783,2021.0,8.14,619.0,0,268.0,21.0,10,61,0,250.0,32.0,41.0,21.0,4.7,0,38,,
,8346.0,Uttar Pradesh,Kanpur Dehat,Derapur,Outside the block,26.4175,79.7932,2021.0,8.11,1430.0,0,281.0,213.0,117,65,0,510.0,48.0,94.0,90.0,4.5,0,36,,
,8347.0,Uttar Pradesh,Kanpur Dehat,Jhinjhak,Block office,26.554,79.7258,2021.0,8.35,566.0,36,134.0,14.0,15,11,0,110.0,20.0,14.0,49.0,3.3,0.27,33,,
,8348.0,Uttar Pradesh,Kanpur Dehat,Maitha,Block office,26.5302,80.0557,2021.0,8.32,975.0,30,171.0,184.0,32,9.3,0,180.0,16.0,34.0,135.0,4.3,0.54,32,,
,8349.0,Uttar Pradesh,Kanpur Dehat,Malasa,Block office,26.2705,79.9385,2021.0,8.45,760.0,36,305.0,28.0,27,5,0,200.0,4.0,46.0,83.0,2.8,0.22,35,,
,8350.0,Uttar Pradesh,Kanpur Dehat,Rajpur,Block office,26.3035,79.6877,2021.0,7.95,749.0,0,390.0,28.0,13,16,0,300.0,48.0,43.0,39.0,4.8,0.2,37,,
,8351.0,Uttar Pradesh,Kanpur Dehat,Rasoolabad,Block office,26.668,79.7839,2021.0,8.37,725.0,48,293.0,28.0,22,15,0,280.0,12.0,60.0,51.0,6.7,1.5,34,,
,8352.0,Uttar Pradesh,Kanpur Dehat,Sandalpur,Outside the block,26.4263,79.6754,2021.0,8.45,798.0,48,244.0,71.0,18,48,0,360.0,16.0,77.0,34.0,1.6,0.54,38,,
,8353.0,Uttar Pradesh,Kanpur Dehat,Sarvan Khera,Block office,26.3593,80.0912,2021.0,8.42,511.0,42,122.0,71.0,5.9,0,0,230.0,20.0,43.0,21.0,1.7,0.3,34,,
,8354.0,Uttar Pradesh,Kanpur Nagar,Bhitar Gaon,Block office,26.2126,80.2771,2021.0,8.55,972.0,72,317.0,50.0,48,11,0,300.0,24.0,58.0,88.0,2.2,0.86,29,,
,8355.0,Uttar Pradesh,Kanpur Nagar,Bidhnoo,Block office,26.3243,80.2744,2021.0,7.92,981.0,0,366.0,121.0,50,27,0,450.0,60.0,72.0,38.0,6.3,0.3,34,,
,8356.0,Uttar Pradesh,Kanpur Nagar,Bilhaur,Block office,26.8446,80.0574,2021.0,8.37,577.0,72,146.0,14.0,10,6.2,0,200.0,28.0,31.0,35.0,4.5,0.42,38,,
,8357.0,Uttar Pradesh,Kanpur Nagar,Chaubeypur,Block office,26.6215,80.1918,2021.0,8.39,750.0,72,293.0,21.0,5,0,0,230.0,44.0,29.0,69.0,5.8,0.75,32,,
,8358.0,Uttar Pradesh,Kanpur Nagar,Ghatampur,Block office,26.1532,80.1554,2021.0,8.03,768.0,0,415.0,21.0,34,10,0,330.0,52.0,48.0,32.0,3.1,0.34,38,,
,8359.0,Uttar Pradesh,Kanpur Nagar,Kakwan,Block office,26.7424,79.976,2021.0,8.04,643.0,0,281.0,14.0,36,0,0,180.0,32.0,24.0,51.0,5.9,1.9,32,,
,8360.0,Uttar Pradesh,Kanpur Nagar,Kalyanpur,Block office,26.5042,80.2548,2021.0,leaked,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,
,8361.0,Uttar Pradesh,Kanpur Nagar,Sarsaul,Block office,26.286,80.4878,2021.0,8.51,734.0,60,293.0,21.0,12,7.6,0,180.0,20.0,31.0,100.0,2.8,1.4,31,,
,8362.0,Uttar Pradesh,Kanpur Nagar,Shivrajpur,Block office,26.6865,80.1411,2021.0,7.91,1784.0,0,98.0,532.0,90,65,0,850.0,152.0,113.0,50.0,23.0,0,28,,
,8363.0,Uttar Pradesh,Kasganj,Amanpur,Block office,27.7076,78.74,2021.0,8.08,620.0,0,281.0,21.0,12,14,0,240.0,48.0,29.0,20.0,6.0,0.63,32,,
,8364.0,Uttar Pradesh,Kasganj,Ganj dundwara,Block office,27.7289,78.9331,2021.0,8.15,429.0,0,244.0,14.0,11,0,0,215.0,52.0,20.0,7.0,6.2,0.31,20,,
,8365.0,Uttar Pradesh,Kasganj,Kasganj,Block office,27.8179,78.6561,2021.0,7.82,554.0,0,268.0,21.0,8.7,26,0,240.0,52.0,26.0,27.0,4.6,0.54,30,,
,8366.0,Uttar Pradesh,Kasganj,Patiyali,Block office,27.685,79.0017,2021.0,7.9,583.0,0,293.0,28.0,16,7.3,0,235.0,48.0,28.0,36.0,5.5,0.76,29,,
,8367.0,Uttar Pradesh,Kasganj,Sahawar,Block office,27.7901,78.8292,2021.0,8.09,363.0,0,195.0,21.0,7.7,0,0,170.0,48.0,12.0,10.0,4.2,0.57,28,,
,8368.0,Uttar Pradesh,Kasganj,Sidhpura,Block office,27.7076,78.866,2021.0,7.68,1339.0,0,354.0,156.0,150,60,0,400.0,64.0,58.0,120.0,3.2,0.34,28,,
,8369.0,Uttar Pradesh,Kasganj,Soron,Block office,27.8891,78.7514,2021.0,7.5,936.0,0,256.0,99.0,27,65,0,350.0,64.0,46.0,55.0,5.1,0.94,30,,
,8370.0,Uttar Pradesh,Kaushambi,Chail,Inside block office,25.4267,81.6284,2021.0,7.65,834.0,0,317.0,99.0,25,12,0,260.0,36.0,41.0,79.0,3.5,0.36,34,,
,8371.0,Uttar Pradesh,Kaushambi,Kara,Inside block office,25.6953,81.3595,2021.0,7.32,2907.0,0,586.0,432.0,85,361,0,1020.0,88.0,192.0,204.0,5.7,0.11,32,,
,8372.0,Uttar Pradesh,Kaushambi,Kaushambi,Inside block office,25.3587,81.4377,2021.0,7.74,805.0,0,439.0,35.0,5,5.8,0,230.0,28.0,38.0,87.0,2.6,0.58,31,,
,8373.0,Uttar Pradesh,Kaushambi,Manjhanpur,Inside block office,25.5323,81.3838,2021.0,7.98,718.0,0,378.0,35.0,16,17,0,175.0,12.0,35.0,95.0,7.0,0.48,29,,
,8374.0,Uttar Pradesh,Kaushambi,Moorat Ganj,Inside block office,25.555,81.5385,2021.0,7.62,1882.0,0,232.0,241.0,14,476,0,740.0,52.0,146.0,85.0,3.8,0.3,29,,
,8375.0,Uttar Pradesh,Kaushambi,Newada,Inside block office,25.3711,81.5997,2021.0,7.67,546.0,0,305.0,14.0,7.5,11,0,170.0,20.0,29.0,53.0,3.4,0.51,26,,
,8376.0,Uttar Pradesh,Kaushambi,Sarsawan,Inside block office,25.461,81.2809,2021.0,7.7,566.0,0,317.0,14.0,7,25,0,245.0,56.0,25.0,25.0,4.2,0.91,29,,
,8377.0,Uttar Pradesh,Kaushambi,Sirathu,Inside block office,25.6469,81.318,2021.0,8.02,848.0,0,403.0,71.0,28,2,0,275.0,20.0,54.0,84.0,3.0,0.64,11,,
,8378.0,Uttar Pradesh,Kushinagar,Dudhai,Block Office,26.7847,84.1556,2021.0,7.92,450.0,0,244.0,36.0,0,0,0,240.0,36.0,36.0,6.2,7.2,0,36,,
,8379.0,Uttar Pradesh,Kushinagar,Fazil Nagar,Block Office,26.6825,84.0464,2021.0,7.45,780.0,0,305.0,99.0,31,0,0,390.0,132.0,15.0,19.0,3.3,0,36,,
,8380.0,Uttar Pradesh,Kushinagar,Hata,Block Office,26.77,83.82,2021.0,7.89,470.0,0,281.0,21.0,6.1,0,0,200.0,36.0,27.0,25.0,4.0,0.25,36,,
,8381.0,Uttar Pradesh,Kushinagar,Kaptan Ganj,Block Office,26.927,83.7137,2021.0,7.56,640.0,0,256.0,78.0,45,0,0,320.0,80.0,29.0,24.0,4.6,0,30,,
,8382.0,Uttar Pradesh,Kushinagar,Kasiya,Block Office,26.7511,84.9139,2021.0,7.65,550.0,0,220.0,50.0,46,0,0,270.0,56.0,32.0,16.0,3.4,0,37,,
,8383.0,Uttar Pradesh,Kushinagar,Khadda,Block Office,27.1678,83.8811,2021.0,7.66,570.0,0,293.0,21.0,46,0,0,300.0,60.0,36.0,7.0,9.1,0,24,,
,8384.0,Uttar Pradesh,Kushinagar,Motichak,Block Office,26.83,83.71,2021.0,7.99,380.0,0,207.0,21.0,18,0,0,200.0,32.0,29.0,8.5,2.8,0.33,33,,
,8385.0,Uttar Pradesh,Kushinagar,Nebuwa Naurangia,Block Office,27.0542,83.8688,2021.0,7.92,1130.0,0,476.0,92.0,110,0,0,480.0,72.0,73.0,50.0,46.0,0,26,,
,8386.0,Uttar Pradesh,Kushinagar,Padrauna,Block Office,26.8844,83.9806,2021.0,7.99,780.0,0,134.0,128.0,140,0,0,370.0,44.0,63.0,31.0,5.5,0,34,,
,8387.0,Uttar Pradesh,Kushinagar,Ramkola,Block Office,26.9078,83.8314,2021.0,7.97,480.0,0,232.0,28.0,42,0,0,260.0,36.0,41.0,7.2,3.7,0.3,31,,
,8388.0,Uttar Pradesh,Kushinagar,Sewarhi,Block Office,26.7244,84.2164,2021.0,8.02,530.0,0,305.0,14.0,28,0,0,290.0,48.0,41.0,5.6,6.0,0,30,,
,8389.0,Uttar Pradesh,Kushinagar,Sukrauli,Block Office,26.935,83.6442,2021.0,7.76,640.0,0,256.0,50.0,81,0,0,330.0,60.0,44.0,17.0,4.1,0.38,35,,
,8390.0,Uttar Pradesh,Kushinagar,Tamkuhi,Block Office,26.6865,84.1778,2021.0,8.23,400.0,0,207.0,21.0,25,0,0,200.0,36.0,27.0,12.0,3.9,0.26,33,,
,8391.0,Uttar Pradesh,Kushinagar,Vishunpurwa,Block Office,26.9087,83.777,2021.0,7.82,980.0,0,512.0,64.0,38,0,0,410.0,76.0,54.0,57.0,27.0,0,31,,
,8392.0,Uttar Pradesh,Lakhimpur Kheri,Bankeyganj,Block Development Office (BDO),28.1556,80.4139,2021.0,7.77,567.0,0,207.0,35.0,42,8.7,0,240.0,48.0,29.0,29.0,8.6,0.4,22,,
,8393.0,Uttar Pradesh,Lakhimpur Kheri,Behjam,Block Development Office (BDO),27.883,80.6376,2021.0,7.91,565.0,0,336.0,21.0,1.9,0.57,0,230.0,28.0,38.0,34.0,5.9,0.44,27,,
,8394.0,Uttar Pradesh,Lakhimpur Kheri,Bijua,Block Development Office (BDO),28.27,80.6006,2021.0,8.13,316.0,0,183.0,14.0,0.9,0,0,150.0,40.0,12.0,9.0,4.2,0.26,25,,
,8395.0,Uttar Pradesh,Lakhimpur Kheri,Dhaurahra,Block Development Office (BDO),28.0015,81.0851,2021.0,8.17,337.0,0,207.0,7.1,1.3,0.7,0,160.0,24.0,24.0,9.0,4.6,0.08,28,,
,8396.0,Uttar Pradesh,Lakhimpur Kheri,Gola,Block Development Office (BDO),28.0696,80.4828,2021.0,7.9,375.0,0,220.0,14.0,1.1,0,0,180.0,40.0,19.0,6.0,3.3,0.32,25,,
,8397.0,Uttar Pradesh,Lakhimpur Kheri,Ishanagasr,Block Development Office (BDO),27.9076,81.2073,2021.0,7.8,427.0,0,281.0,14.0,0.68,1.5,0,205.0,36.0,28.0,10.0,6.5,0.15,26,,
,8398.0,Uttar Pradesh,Lakhimpur Kheri,Lakhimpur Khiri,Block Development Office (BDO),27.9506,80.7686,2021.0,7.88,445.0,0,232.0,21.0,12,0,0,210.0,28.0,34.0,10.0,6.0,0.15,22,,
,8399.0,Uttar Pradesh,Lakhimpur Kheri,Mohammadi,Block Development Office (BDO),27.9426,80.2131,2021.0,7.64,551.0,0,378.0,14.0,3.4,0.57,0,280.0,28.0,50.0,23.0,5.4,0.47,29,,
,8400.0,Uttar Pradesh,Lakhimpur Kheri,Mitauli,Block Development Office (BDO)27.8177,,80.4765,2021.0,8,549.0,0,268.0,28.0,21,0,0,170.0,32.0,22.0,48.0,4.7,0.64,28,,
,8401.0,Uttar Pradesh,Lakhimpur Kheri,Nakaha,Block Development Office (BDO),27.8852,80.948,2021.0,7.85,605.0,0,317.0,21.0,20,2.6,0,270.0,68.0,24.0,27.0,4.6,0.24,23,,
,8402.0,Uttar Pradesh,Lakhimpur Kheri,Nighasan,Block Development Office (BDO),28.2396,80.8637,2021.0,7.8,520.0,0,317.0,14.0,1.9,1,0,260.0,72.0,19.0,6.0,6.8,0.18,20,,
,8403.0,Uttar Pradesh,Lakhimpur Kheri,Pasgawan,Block Development Office (BDO),27.8206,80.1678,2021.0,8,300.0,0,159.0,7.1,18,0,0,150.0,40.0,12.0,4.0,2.4,0.33,23,,
,8404.0,Uttar Pradesh,Lakhimpur Kheri,Palia Kalan,Block Development Office (BDO),28.4369,80.5598,2021.0,8.01,532.0,0,323.0,7.1,8,0.68,0,170.0,32.0,22.0,55.0,4.3,0.35,24,,
,8405.0,Uttar Pradesh,Lakhimpur Kheri,Phoolbehar,Block Development Office (BDO),28.0653,80.8062,2021.0,8.05,551.0,0,220.0,50.0,40,0,0,140.0,32.0,14.0,65.0,6.1,0.1,22,,
,8406.0,Uttar Pradesh,Lakhimpur Kheri,Ramaiyabehar,Block Development Office (BDO),28.1353,81.0327,2021.0,7.79,452.0,0,281.0,14.0,0.9,1.2,0,220.0,44.0,26.0,13.0,5.5,0.19,26,,
,8407.0,Uttar Pradesh,Lalitpur,Talbehat,Handpump of block office,25.0397,78.4228,2021.0,7.75,610.0,0,256.0,50.0,7,14,0,220.0,76.0,7.0,41.0,3.1,1.4,34,,
,8408.0,Uttar Pradesh,Lalitpur,Jakhaura,Handpump of block office,24.896,78.3389,2021.0,7.96,1200.0,0,561.0,71.0,9,21,0,380.0,64.0,53.0,97.0,4.6,1.1,48,,
,8409.0,Uttar Pradesh,Lalitpur,Bar,Handpump in front of Hanuman Mandir near NHS well in front of Block office,24.8623,78.5882,2021.0,7.79,730.0,0,305.0,49.0,11,21,0,300.0,92.0,17.0,25.0,2.9,0.57,47,,
,8410.0,Uttar Pradesh,Lalitpur,Lalitpur (HQ),Handpump in front of Lalitpur Kisan Sewa Sahkari Samiti near inspection bunglow on DM Office road,24.6918,78.4116,2021.0,7.34,790.0,0,268.0,92.0,21,21,0,290.0,64.0,31.0,50.0,3.5,0.4,31,,
,8411.0,Uttar Pradesh,Lalitpur,Mahroni,Handpump in front of CHC near small hotel and adjuncent to block office on madawara road,24.5769,78.7266,2021.0,7.27,1020.0,0,366.0,128.0,5,18,0,370.0,68.0,48.0,59.0,6.6,0.52,40,,
,8412.0,Uttar Pradesh,Lalitpur,Maadawara,Handpump of block office,24.3726,78.7931,2021.0,7.66,1620.0,0,610.0,184.0,23,28,0,730.0,80.0,127.0,39.0,4.1,0.09,55,,
,8413.0,Uttar Pradesh,Lalitpur,Birdha,Handpump of block office,24.5383,78.48,2021.0,7.92,990.0,0,500.0,50.0,10,2.6,0,360.0,56.0,53.0,65.0,2.3,0.5,26,,
,8414.0,Uttar Pradesh,Lucknow,Chinhat,Block HQ,26.88,80.9742,2021.0,7.6,944.0,0,207.0,78.0,120,48,0,380.0,72.0,48.0,33.0,4.5,0.35,34,,
,8415.0,Uttar Pradesh,Lucknow,Bakshi Ka Talab,Block HQ,27.0068,80.9017,2021.0,8.1,522.0,0,293.0,7.0,31,0,0,210.0,16.0,41.0,35.0,5.4,0.78,34,,
,8416.0,Uttar Pradesh,Lucknow,Mal,Block HQ,26.9963,80.7969,2021.0,7.79,500.0,0,281.0,14.0,6,0,0,200.0,32.0,29.0,25.0,4.2,0.67,35,,
,8417.0,Uttar Pradesh,Lucknow,Malihabad,Block HQ,26.9422,80.7544,2021.0,8.2,442.0,0,244.0,14.0,6,0,0,160.0,8.0,34.0,29.0,6.2,0.64,36,,
,8418.0,Uttar Pradesh,Lucknow,Kakori,Block HQ,26.8708,80.7931,2021.0,7.93,557.0,0,195.0,50.0,33,10,0,220.0,24.0,39.0,28.0,3.9,0.94,36,,
,8419.0,Uttar Pradesh,Lucknow,Gosaiganj,Block HQ,26.7686,81.1014,2021.0,7.72,409.0,0,232.0,7.0,21,0,0,200.0,36.0,27.0,12.0,2.4,0.49,24,,
,8420.0,Uttar Pradesh,Lucknow,Mohanlalganj,Block HQ,26.6194,81.1331,2021.0,7.81,498.0,0,256.0,14.0,25,0,0,200.0,24.0,34.0,28.0,4.2,0.5,30,,
,8421.0,Uttar Pradesh,Lucknow,Sarojini Nagar,Block HQ,26.7522,80.8586,2021.0,7.89,395.0,0,207.0,7.0,15,0,0,160.0,28.0,22.0,17.0,3.5,1.1,24,,
,8422.0,Uttar Pradesh,Mahamaya Nagar,Sikandra Rao,Sikandra Rao Block Office,27.6926,78.3707,2021.0,8.14,312.0,0,171.0,7.1,12,0.25,0,110.0,16.0,17.0,25.0,4.1,1.3,20,,
,8423.0,Uttar Pradesh,Mahamaya Nagar,Sasni,Sasni Block Office,27.6911,78.0741,2021.0,8.04,2062.0,0,1257.0,156.0,153,94,0,230.0,12.0,48.0,448.0,4.6,0.97,24,,
,8424.0,Uttar Pradesh,Mahamaya Nagar,Hathras,Hathras Block Office,27.573,78.0551,2021.0,8.47,2286.0,30,525.0,213.0,107,184,0,220.0,4.0,50.0,380.0,49.0,0.89,24,,
,8425.0,Uttar Pradesh,Mahamaya Nagar,Hasayan,Hasayan Block Office,27.612,78.2675,2021.0,8.25,1464.0,0,268.0,177.0,88,76,0,270.0,20.0,53.0,147.0,98.0,0.39,24,,
,8426.0,Uttar Pradesh,Mahamaya Nagar,Sahpau,Sahpau Block Office,27.4369,78.1374,2021.0,8.48,1805.0,18,317.0,170.0,156,92,0,220.0,8.0,48.0,313.0,97.0,0.32,25,,
,8427.0,Uttar Pradesh,Mahamaya Nagar,Sadabad,Sadabad Block Office,27.4466,78.0401,2021.0,8.11,3360.0,0,378.0,312.0,51,7.1,0,320.0,28.0,60.0,631.0,4.4,1.3,16,,
,8428.0,Uttar Pradesh,Mahamaya Nagar,Mursan,Mursan Block Office,27.5684,77.9411,2021.0,7.91,4296.0,0,573.0,773.0,345,29,0,590.0,32.0,122.0,763.0,8.1,0.24,24,,
,8429.0,Uttar Pradesh,Maharajganj,Brijman Ganj,Block Office,27.199,83.1967,2021.0,7.97,460.0,0,268.0,21.0,7.2,15,0,220.0,64.0,15.0,20.0,1.6,0,35,,
,8430.0,Uttar Pradesh,Maharajganj,Dhani,Block Office,27.0881,83.1943,2021.0,8.06,370.0,0,207.0,21.0,10,0,0,180.0,52.0,12.0,12.0,0.0,0.15,30,,
,8431.0,Uttar Pradesh,Maharajganj,ghughuli,Block Office,27.0715,83.6129,2021.0,8.04,564.0,0,195.0,85.0,28,0,0,210.0,56.0,17.0,40.0,3.6,0,37,,
,8432.0,Uttar Pradesh,Maharajganj,Laxmipur,Block Office,27.2481,83.4046,2021.0,8.27,400.0,0,244.0,21.0,0,0,0,180.0,48.0,15.0,23.0,0.0,0.54,34,,
,8433.0,Uttar Pradesh,Maharajganj,Maharaj Ganj,Block Office,27.1456,83.5421,2021.0,8.03,580.0,0,226.0,92.0,14,0,0,290.0,84.0,19.0,20.0,3.1,0,36,,
,8434.0,Uttar Pradesh,Maharajganj,Mithaura,Block Office,27.2369,83.592,2021.0,8.28,330.0,0,134.0,21.0,29,0,0,160.0,52.0,7.0,5.4,1.3,0,26,,
,8435.0,Uttar Pradesh,Maharajganj,Nautanwa,Block Office,27.4234,83.4268,2021.0,8.38,440.0,24,226.0,14.0,0,0,0,200.0,44.0,22.0,25.0,1.0,0,33,,
,8436.0,Uttar Pradesh,Maharajganj,Nichlaul,Block Office,27.3252,83.7093,2021.0,8.24,380.0,0,195.0,36.0,6.2,0,0,190.0,52.0,15.0,13.0,1.5,0.18,28,,
,8437.0,Uttar Pradesh,Maharajganj,Paniyara,Block Office,27.0116,83.447,2021.0,8.13,367.0,0,232.0,14.0,0,0,0,180.0,52.0,12.0,11.0,2.9,0.28,34,,
,8438.0,Uttar Pradesh,Maharajganj,Partawal,Block Office,26.956,83.5559,2021.0,8.21,340.0,0,183.0,21.0,14,0,0,180.0,52.0,12.0,7.9,1.5,0,28,,
,8439.0,Uttar Pradesh,Maharajganj,Pharenda,Block Office,27.0962,83.3102,2021.0,7.82,490.0,0,305.0,14.0,14,0,0,235.0,64.0,18.0,18.0,1.3,0,30,,
,8440.0,Uttar Pradesh,Maharajganj,Siswa,Block Office,27.1431,83.7572,2021.0,7.87,280.0,0,159.0,21.0,3.4,0,0,130.0,20.0,19.0,11.0,3.5,0,39,,
,8441.0,Uttar Pradesh,Mahoba,Charkhari,Block office,25.3933,79.7481,2021.0,7.76,1900.0,0,439.0,376.0,24,0,0,550.0,32.0,113.0,174.0,0.0,1.7,35,,
,8442.0,Uttar Pradesh,Mahoba,Jaitpur,Block office,25.2541,79.5661,2021.0,7.44,1200.0,0,195.0,199.0,10,110,0,350.0,84.0,34.0,93.0,1.4,1.2,42,,
,8443.0,Uttar Pradesh,Mahoba,Kabrai,Block office,25.2982,79.8951,2021.0,7.48,1283.0,0,195.0,184.0,19,130,0,450.0,96.0,50.0,49.0,0.0,1.2,62,,
,8444.0,Uttar Pradesh,Mahoba,Panwari,Block office,25.4266,79.465,2021.0,7.78,633.0,0,317.0,28.0,9,15,0,200.0,28.0,31.0,61.0,1.2,1.4,36,,
,8445.0,Uttar Pradesh,Mainpuri,Barnahal,Block office,27.0771,78.8426,2021.0,7.61,1327.0,0,336.0,206.0,11,37,0,505.0,56.0,88.0,71.0,6.1,0.47,30,,
,8446.0,Uttar Pradesh,Mainpuri,Bewar,Block office,27.2243,79.2862,2021.0,7.94,446.0,0,262.0,14.0,7.1,0,0,180.0,36.0,22.0,24.0,3.6,0.7,30,,
,8447.0,Uttar Pradesh,Mainpuri,Ghirore,Block office,27.1898,78.7978,2021.0,7.93,424.0,0,232.0,14.0,8.3,0,0,185.0,44.0,18.0,20.0,4.1,0.84,25,,
,8448.0,Uttar Pradesh,Mainpuri,Jageer,Block office,27.1697,79.1071,2021.0,7.87,453.0,0,268.0,7.1,10,0,0,215.0,40.0,28.0,13.0,3.1,0.5,27,,
,8449.0,Uttar Pradesh,Mainpuri,Karhal,Block office,26.9965,78.9404,2021.0,7.68,910.0,0,439.0,64.0,24,36,0,210.0,32.0,31.0,117.0,5.4,0.94,28,,
,8450.0,Uttar Pradesh,Mainpuri,Kishni,Block office,27.0316,79.2656,2021.0,8,1955.0,0,561.0,124.0,425,10,0,270.0,20.0,53.0,342.0,7.1,2,24,,
,8451.0,Uttar Pradesh,Mainpuri,Kishni,Block office,27.0316,79.2656,2021.0,8.24,2488.0,0,641.0,245.0,258,32,0,270.0,28.0,48.0,464.0,2.7,1.6,19,,
,8452.0,Uttar Pradesh,Mainpuri,Kishni,Block office,27.0288,79.2634,2021.0,7.97,1492.0,0,561.0,78.0,117,0,0,230.0,16.0,46.0,231.0,6.9,1.7,24,,
,8453.0,Uttar Pradesh,Mainpuri,Kurawali,Block office,27.3883,78.9741,2021.0,7.71,737.0,0,366.0,21.0,25,0,0,240.0,32.0,38.0,57.0,5.2,0.75,26,,
,8454.0,Uttar Pradesh,Mainpuri,Mainpuri,Block office,27.2394,79.0514,2021.0,7.76,433.0,0,256.0,14.0,6.7,0,0,190.0,68.0,5.0,20.0,2.8,0.54,29,,
,8455.0,Uttar Pradesh,Mainpuri,Sultanganj,Block office,27.3162,79.1007,2021.0,7.82,591.0,0,354.0,14.0,6.4,0,0,250.0,28.0,43.0,32.0,5.1,0.61,26,,
,8456.0,Uttar Pradesh,Mathura,Raya,Raya Block Office,27.5495,77.7848,2021.0,8.01,4946.0,0,390.0,993.0,287,31,0,790.0,36.0,168.0,887.0,3.8,1.2,20,,
,8457.0,Uttar Pradesh,Mathura,Manth,Manth Block Office,27.6307,77.7161,2021.0,7.97,3298.0,0,634.0,383.0,345,24,0,240.0,20.0,46.0,730.0,30.0,1.7,24,,
,8458.0,Uttar Pradesh,Mathura,Baldeo,Baldeo Block Office,27.4114,77.82,2021.0,8.38,2110.0,84,683.0,113.0,74,98,0,130.0,12.0,24.0,562.0,7.0,3.5,21,,
